,occurrenceID,scientificName,kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,country,locality,waterBody,eventDate,depth,minimumDepthInMeters,maximumDepthInMeters,sst,sss,basisOfRecord,individualCount,establishmentMeans,redlist_category,institutionCode,recordedBy
953,IO/SS/CEP/00011,Histioteuthis miranda,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis miranda,8.3,72.03,India,Off Minicoy,Central Indian Ocean,2015-09-09,1674.0,348.0,3000.0,28.95,35.09,Preservedspecimen,1,Unclassified,,CMLRE,
954,IO/SS/CEP/00012,Abralia andamanica,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia andamanica,6.638333333,93.68466667,India,Off Great Nicobar,Andaman Sea,,321.0,321.0,321.0,29.02,32.95,Preservedspecimen,6,Unclassified,,CMLRE,
955,IO/SS/DEN/00005,Aristeus alcocki,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,Aristeus alcocki,11.8,92.33,India,West Of South Andaman Island,Bay of Bengal,,160.0,160.0,160.0,28.86,32.36,Preservedspecimen,1,Unclassified,,CMLRE,
956,IO/SS/CEP/00013,Sthenoteuthis oualaniensis,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Sthenoteuthis,Sthenoteuthis oualaniensis,-7.75,59.18,India,North To Mauritius,Central Indian Ocean,2015-08-10,885.5,300.0,1471.0,27.9,34.9,Preservedspecimen,2,Unclassified,,CMLRE,
957,IO/SS/CEP/00014,Uroteuthis duvaucelii,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis,Uroteuthis duvaucelii,8.979166667,76.10194444,India,Off Kollam,Arabian Sea,2015-11-04,315.0,315.0,315.0,28.42,34.4,Preservedspecimen,2,Unclassified,,CMLRE,
958,IO/SS/CEP/00015,Sthenoteuthis oualaniensis,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Sthenoteuthis,Sthenoteuthis oualaniensis,-2.39,60.1,India,Off Maldives,Central Indian Ocean,2015-12-10,2367.0,50.0,4684.0,28.9,35.29,Preservedspecimen,20,Unclassified,,CMLRE,
959,IO/SS/CEP/00016,Bathyteuthis bacidifera,Animalia,Mollusca,Cephalopoda,Bathyteuthida,Bathyteuthidae,Bathyteuthis,Bathyteuthis bacidifera,-2.39,60.1,India,Off Maldives,Central Indian Ocean,2015-12-10,2367.0,50.0,4684.0,28.9,35.29,Preservedspecimen,1,Unclassified,,CMLRE,
960,IO/SS/CEP/00017,Sepiella inermis,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiella,Sepiella inermis,6.842777778,93.05305556,India,Off Great Nicobar,Andaman Sea,2011-12-10,337.0,337.0,337.0,29.0,33.03,Preservedspecimen,5,Unclassified,,CMLRE,
961,IO/SS/CEP/00018,Cistopus indicus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,Cistopus indicus,18.80635,85.3568,India,Off Sompeta,Bay of Bengal,,602.0,602.0,602.0,28.39,31.51,Preservedspecimen,1,Unclassified,,CMLRE,
962,IO/SS/CEP/00019,Japetella diaphana,Animalia,Mollusca,Cephalopoda,Octopoda,Amphitretidae,Japetella,Japetella diaphana,9.8,75.5,India,Off Kochi,Arabian Sea,2015-01-08,694.5,300.0,1089.0,28.66,34.54,Preservedspecimen,7,Unclassified,,CMLRE,
963,IO/SS/CEP/00020,Histioteuthis reversa,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis reversa,11.14866667,92.3275,India,Off Little Andaman,Andaman Sea,,514.0,514.0,514.0,28.85,32.45,Preservedspecimen,1,Unclassified,,CMLRE,
964,IO/SS/CEP/00021,Acanthosepion aculeatum,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion aculeatum,6.638333333,93.68466667,India,Off West Nicobar,Andaman Sea,,321.0,321.0,321.0,29.02,32.95,Preservedspecimen,1,Unclassified,,CMLRE,
965,IO/SS/CEP/00022,Uroteuthis singhalensis,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis,Uroteuthis singhalensis,9.310983333,76.15416667,India,Off Aleppey,Arabian Sea,,50.0,50.0,50.0,28.4,34.4,Preservedspecimen,1,Unclassified,,CMLRE,
966,IO/SS/DEN/00006,Solenocera annectens,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Solenocera annectens,13.03,92.17,India,West Off North Andaman Island,Bay of Bengal,,389.0,388.0,390.0,28.78,32.47,Humanobservation,1,Unclassified,,CMLRE,
967,IO/SS/CEP/00023,Ancistrocheirus lesueurii,Animalia,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus,Ancistrocheirus lesueurii,5.13,69.05,Republic Of Maldives,Off Maldives,Indian Ocean,2015-11-09,2199.0,450.0,3948.0,29.23,35.24,Preservedspecimen,1,Unclassified,,CMLRE,
968,IO/SS/CEP/00024,Chiroteuthis picteti,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,Chiroteuthis picteti,21.76,66.49,India,Off Gujarth,Arabian Sea,,1110.0,90.0,2130.0,27.51,36.61,Preservedspecimen,1,Unclassified,,CMLRE,
969,IO/SS/CEP/00025,Euprymna hyllebergi,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Euprymna,Euprymna hyllebergi,7.752777778,93.21027778,India,Off Nicobar Island,Andaman Sea,,384.0,384.0,384.0,28.83,32.85,Preservedspecimen,1,Unclassified,,CMLRE,
970,IO/SS/CEP/00026,Histioteuthis reversa,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis reversa,11.12083333,74.92861111,India,Off Calicut,Arabian Sea,2014-08-01,1000.0,1000.0,1000.0,28.69,34.7,Preservedspecimen,2,Unclassified,,CMLRE,
971,IO/SS/CEP/00027,Histioteuthis reversa,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis reversa,8.29,76.21,India,Off Trivandrum,Arabian Sea,,1055.0,1032.0,1078.0,28.55,34.42,Preservedspecimen,2,Unclassified,,CMLRE,
972,IO/SS/CEP/00028,Histioteuthis,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,,7.752777778,93.21027778,India,Off Nicobar Island,Andaman Sea,,384.0,384.0,384.0,28.83,32.85,Preservedspecimen,6,Unclassified,,CMLRE,
973,IO/SS/CEP/00029,Vampyroteuthis,Animalia,Mollusca,Cephalopoda,Vampyromorpha,Vampyroteuthidae,Vampyroteuthis,,10.91828333,80.35865,India,Off Chidamabram,Bay of Bengal,2011-08-11,650.0,650.0,650.0,28.76,33.25,Preservedspecimen,15,Unclassified,,CMLRE,
974,IO/SS/CEP/00030,Megalocranchia abyssicola,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Megalocranchia,Megalocranchia abyssicola,5.13,69.05,Republic Of Maldives,Off Maldives,Indian Ocean,2015-11-09,2224.0,500.0,3948.0,29.23,35.24,Preservedspecimen,1,Unclassified,,CMLRE,
975,IO/SS/CEP/00031,Histioteuthis meleagroteuthis,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis meleagroteuthis,5.13,69.05,Republic Of Maldives,Off Maldives,Indian Ocean,2015-11-09,2224.0,500.0,3948.0,29.23,35.24,Preservedspecimen,1,Unclassified,,CMLRE,
976,IO/SS/CEP/00032,Octopoteuthis,Animalia,Mollusca,Cephalopoda,Oegopsida,Octopoteuthidae,Octopoteuthis,,7.752777778,93.21027778,India,Off Nicobar Island,Andaman Sea,,384.0,384.0,384.0,28.83,32.85,Preservedspecimen,2,Unclassified,,CMLRE,
977,IO/SS/DEN/00072,Penaeopsis rectacuta,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeopsis,Penaeopsis rectacuta,8.48,93.43,India,"West Off Tillangchong Island, Nicobars",Andaman Sea,2016-05-04,591.0,591.0,591.0,28.78,32.72,Preservedspecimen,1,Unclassified,,CMLRE,
978,IO/SS/CEP/00033,Ornithoteuthis volatilis,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Ornithoteuthis,Ornithoteuthis volatilis,15.9,65.5,Abnj,Off India,Arabian Sea,2016-10-02,1907.0,100.0,3714.0,27.75,36.52,Preservedspecimen,1,Unclassified,,CMLRE,
979,IO/SS/CEP/00034,Acanthosepion pharaonis,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion pharaonis,19.47694444,85.60611111,India,Off Odisa,Bay of Bengal,,58.0,58.0,58.0,28.16,30.52,Preservedspecimen,1,Unclassified,,CMLRE,
980,IO/SS/CEP/00035,Histioteuthis reversa,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis reversa,7.486944444,93.41416667,India,Off Little Nicobar,Andaman Sea,2016-04-04,650.0,650.0,650.0,28.87,32.88,Preservedspecimen,1,Unclassified,,CMLRE,
981,IO/SS/CEP/00036,Cistopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,,9.310983333,76.15416667,India,Off Aleppey,Arabian Sea,,50.0,50.0,50.0,28.4,34.4,Preservedspecimen,2,Unclassified,,CMLRE,
982,IO/SS/CEP/00037,Ornithoteuthis volatilis,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Ornithoteuthis,Ornithoteuthis volatilis,6.4,70.07,Maldives,Maldives,Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,1,Unclassified,,CMLRE,
983,IO/SS/CEP/00038,Acanthosepion pharaonis,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion pharaonis,9.310983333,76.15416667,India,Off Aleppey,Arabian Sea,,50.0,50.0,50.0,28.4,34.4,Preservedspecimen,1,Unclassified,,CMLRE,
984,IO/SS/CEP/00039,Uroteuthis edulis,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis,Uroteuthis edulis,9.310983333,76.15416667,India,Off Aleppey,Arabian Sea,,50.0,50.0,50.0,28.4,34.4,Preservedspecimen,1,Unclassified,,CMLRE,
985,IO/SS/CEP/00040,Histioteuthis reversa,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis reversa,6.638333333,93.68466667,India,Off West Nicobar,Andaman Sea,,444.0,567.0,321.0,29.02,32.95,Preservedspecimen,4,Unclassified,,CMLRE,
986,IO/SS/CEP/00041,Cistopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,,10.91828333,80.35865,India,Off Chidamabram,Bay of Bengal,2011-08-11,650.0,650.0,650.0,28.76,33.25,Preservedspecimen,1,Unclassified,,CMLRE,
987,IO/SS/CEP/00042,Onychoteuthis banksii,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,Onychoteuthis banksii,5.13,69.05,India,Off Maldives,Central Indian Ocean,2015-11-09,2224.0,500.0,3948.0,29.23,35.24,Preservedspecimen,3,Unclassified,,CMLRE,
988,IO/SS/DEN/00018,Parapenaeus fissurus,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,Parapenaeus fissurus,15.47,73.07,India,"West Off Panaji, Goa",Arabian Sea,,105.0,105.0,105.0,28.68,35.34,Preservedspecimen,1,Unclassified,,CMLRE,
989,IO/SS/CEP/00043,Cistopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,,11.91313333,80.14531667,India,Off Puduchery,Bay of Bengal,2011-05-11,645.0,505.0,785.0,28.62,33.1,Preservedspecimen,1,Unclassified,,CMLRE,
990,IO/SS/CEP/00044,Liocranchia reinhardtii,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Liocranchia,Liocranchia reinhardtii,11.14866667,92.3275,India,Off Little Andaman,Andaman Sea,,514.0,514.0,514.0,28.85,32.45,Preservedspecimen,4,Unclassified,,CMLRE,
991,IO/SS/CEP/00045,Cistopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,,18.83051667,85.37693333,India,Off Sompetta,Bay of Bengal,,643.0,643.0,643.0,28.39,31.51,Preservedspecimen,1,Unclassified,,CMLRE,
992,IO/SS/CEP/00046,Abraliopsis lineata,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,Abraliopsis lineata,21.76,66.49,India,Off Gujarath,Arabian Sea,,1110.0,90.0,2130.0,27.51,36.61,Preservedspecimen,12,Unclassified,,CMLRE,
993,IO/SS/CEP/00047,Abralia andamanica,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia andamanica,10.97,67.49,India,Off Lakshadweep,Arabian Sea,,2210.0,95.0,4325.0,28.64,36.07,Preservedspecimen,6,Unclassified,,CMLRE,
994,IO/SS/CEP/00048,Ancistrocheirus lesueurii,Animalia,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus,Ancistrocheirus lesueurii,21.76,66.49,India,Off Gujarath,Arabian Sea,,1110.0,90.0,2130.0,27.51,36.61,Preservedspecimen,2,Unclassified,,CMLRE,
995,IO/SS/CEP/00049,Abralia andamanica,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia andamanica,21.76,66.49,India,Off Gujarath,Arabian Sea,,1110.0,90.0,2130.0,27.51,36.61,Preservedspecimen,14,Unclassified,,CMLRE,
996,IO/SS/CEP/00050,Cistopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,,10.0,75.6,India,Off Kochi,Arabian Sea,2011-10-08,200.0,200.0,200.0,28.63,34.52,Preservedspecimen,4,Unclassified,,CMLRE,
997,IO/SS/CEP/00051,Abralia andamanica,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia andamanica,6.4,70.07,India,Off Maldives,Central Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,48,Unclassified,,CMLRE,
998,IO/SS/CEP/00052,Cistopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Cistopus,,12.4695,74.152367,India,Off Manglore,Arabian Sea,,450.0,440.0,460.0,28.79,34.93,Preservedspecimen,1,Unclassified,,CMLRE,
999,IO/SS/DEN/00019,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,12.48,92.39,India,West Off Middle Andaman Island,Bay of Bengal,2016-04-04,576.0,576.0,576.0,28.85,32.41,Preservedspecimen,1,Unclassified,,CMLRE,
1000,IO/SS/CEP/00053,Onychoteuthis banksii,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,Onychoteuthis banksii,6.4,70.07,India,Off Maldives,Central Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,8,Unclassified,,CMLRE,
1001,IO/SS/CEP/00054,Ancistrocheirus lesueurii,Animalia,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus,Ancistrocheirus lesueurii,18.83051667,85.37693333,India,Off Sompetta,Bay of Bengal,,643.0,643.0,643.0,28.39,31.51,Preservedspecimen,1,Unclassified,,CMLRE,
1002,IO/SS/CEP/00055,Histioteuthis,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,,6.4,70.07,India,Off Maldives,Central Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,2,Unclassified,,CMLRE,
1003,IO/SS/CEP/00056,Onychoteuthis banksii,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,Onychoteuthis banksii,15.9,65.5,India,Off India,Arabian Sea,2016-10-02,1907.0,100.0,3714.0,27.75,36.52,Preservedspecimen,6,Unclassified,,CMLRE,
1004,IO/SS/CEP/00057,Sthenoteuthis oualaniensis,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Sthenoteuthis,Sthenoteuthis oualaniensis,6.4,70.07,India,Off Maldives,Central Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,2,Unclassified,,CMLRE,
1005,IO/SS/CEP/00058,Chtenopteryx sicula,Animalia,Mollusca,Cephalopoda,Bathyteuthida,Chtenopterygidae,Chtenopteryx,Chtenopteryx sicula,6.4,70.07,India,Off Maldives,Central Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,2,Unclassified,,CMLRE,
1006,IO/SS/CEP/00059,Ancistrocheirus lesueurii,Animalia,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus,Ancistrocheirus lesueurii,6.4,70.07,India,Off Maldives,Central Indian Ocean,2015-10-09,2021.5,100.0,3943.0,29.14,35.32,Preservedspecimen,2,Unclassified,,CMLRE,
1007,IO/SS/CEP/00060,Abralia andamanica,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia andamanica,15.9,65.5,India,Off India,Arabian Sea,2016-10-02,1907.0,100.0,3714.0,27.75,36.52,Preservedspecimen,12,Unclassified,,CMLRE,
1008,IO/SS/CEP/00061,Octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,10.9,67.5,India,Off Lakshadweep,Arabian Sea,,2218.0,95.0,4341.0,28.65,36.06,Preservedspecimen,1,Unclassified,,CMLRE,
1009,IO/SS/CEP/00062,Octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,12.103683,74.319083,India,Off Kannur,Arabian Sea,,320.0,315.0,325.0,28.78,34.89,Preservedspecimen,1,Unclassified,,CMLRE,
1010,IO/SS/DEN/00020,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,12.48,92.39,India,West Off Middle Andaman Island,Bay of Bengal,2016-04-04,576.0,576.0,576.0,28.85,32.41,Preservedspecimen,3,Unclassified,,CMLRE,
1011,IO/SS/CEP/00063,Octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,6.67,93.65,India,Off Great Nicobar,Andaman sea,2015-01-02,514.0,514.0,514.0,29.0,32.96,Preservedspecimen,1,Unclassified,,CMLRE,
1012,IO/SS/CEP/00064,Acanthosepion aculeatum,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion aculeatum,6.67,93.65,India,Off Great Nicobar,Andaman sea,2015-01-02,514.0,514.0,514.0,29.0,32.96,Preservedspecimen,1,Unclassified,,CMLRE,
1013,IO/SS/CEP/00065,Sepiella inermis,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiella,Sepiella inermis,6.638333333,93.68466667,India,Off Great Nicobar,Andaman Sea,,321.0,321.0,321.0,29.02,32.95,Preservedspecimen,1,Unclassified,,CMLRE,
1014,IO/SS/CEP/00066,Ancistrocheirus lesueurii,Animalia,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus,Ancistrocheirus lesueurii,10.9,80.3,India,Off Nagpattinam,Bay of Bengal,2011-06-11,650.0,650.0,650.0,28.71,33.18,Preservedspecimen,1,Unclassified,,CMLRE,
1015,IO/SS/CEP/00067,Octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,10.9,80.3,India,Off Nagpattinam,Bay of Bengal,2011-06-11,650.0,650.0,650.0,28.71,33.18,Preservedspecimen,1,Unclassified,,CMLRE,
1016,IO/SS/CEP/00068,Octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,10.0,75.6,India,Off Kochi,Arabian Sea,2011-10-08,200.0,200.0,200.0,28.63,34.52,Preservedspecimen,4,Unclassified,,CMLRE,
1017,IO/SS/CEP/00069,Sthenoteuthis oualaniensis,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Sthenoteuthis,Sthenoteuthis oualaniensis,9.310983333,76.15416667,India,Off Alepey,Arabian Sea,,50.0,50.0,50.0,28.4,34.4,Preservedspecimen,1,Unclassified,,CMLRE,
1018,IO/SS/DEN/00001,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,11.15,92.33,India,Northwest Off Middle Andaman Island,Bay of Bengal,,514.0,514.0,514.0,28.85,32.45,Preservedspecimen,1,Unclassified,,CMLRE,
1019,IO/SS/DEN/00002,Aristaeopsis edwardsiana,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,8.39,93.34,India,"Northwest Off Camorta Island, Nicobars",Andaman Sea,,643.0,643.0,643.0,28.74,32.77,Preservedspecimen,1,Unclassified,,CMLRE,
1020,IO/SS/DEN/00003,Aristaeopsis edwardsiana,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,8.48,93.43,India,"West Off Tillangchong Island, Nicobars",Andaman Sea,2016-05-04,591.0,591.0,591.0,28.78,32.72,Preservedspecimen,1,Unclassified,,CMLRE,
1021,IO/SS/DEN/00004,Solenocera hextii,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Solenocera hextii,9.98,75.59,India,"West Off Kochi, Kerala",Arabian Sea,2010-08-08,239.0,239.0,239.0,28.63,34.52,Preservedspecimen,1,Unclassified,,CMLRE,
1022,IO/SS/DEN/00007,Aristaeopsis edwardsiana,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,9.9,75.53,India,"West Off Kochi, Kerala",Arabian Sea,2010-08-08,1002.0,1002.0,1002.0,28.67,34.54,Preservedspecimen,1,Unclassified,,CMLRE,
1023,IO/SS/DEN/00008,Haliporus taprobanensis,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Haliporus,Haliporus taprobanensis,9.9,75.53,India,"West Off Kochi, Kerala",Arabian Sea,2010-08-08,1002.0,1002.0,1002.0,28.67,34.54,Preservedspecimen,1,Unclassified,,CMLRE,
1024,IO/SS/DEN/00009,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,11.15,92.33,India,Northwest Off Middle Andaman Island,Bay of Bengal,,514.0,514.0,514.0,28.85,32.45,Preservedspecimen,1,Unclassified,,CMLRE,
1025,IO/SS/DEN/00010,Aristaeopsis edwardsiana,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,10.68,92.31,India,West Off Little Andaman Island,Andaman Sea,,42.0,42.0,42.0,28.86,32.5,Preservedspecimen,1,Unclassified,,CMLRE,
1026,IO/SS/DEN/00011,Aristaeopsis edwardsiana,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,8.52,93.02,India,"North Off Chowra Island, Nicobars",Andaman Sea,,574.0,574.0,574.0,28.8,32.78,Preservedspecimen,7,Unclassified,,CMLRE,
1027,IO/SS/DEN/00012,Aristeus alcocki,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,Aristeus alcocki,11.91,80.14,India,"East Off Puducherry, Pondicherry",Bay of Bengal,2011-09-11,777.0,777.0,777.0,28.62,33.1,Preservedspecimen,6,Unclassified,,CMLRE,
1028,IO/SS/DEN/00013,Aristaeopsis edwardsiana,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,8.48,93.43,India,"West Off Tillangchong Island, Nicobars",Andaman Sea,2016-05-04,591.0,591.0,591.0,28.78,32.72,Preservedspecimen,1,Unclassified,,CMLRE,
1029,IO/SS/DEN/00014,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,8.39,93.34,India,"Northwest Off Camorta Island, Nicobars",Andaman Sea,,643.0,643.0,643.0,28.74,32.77,Preservedspecimen,3,Unclassified,,CMLRE,
1030,IO/SS/DEN/00015,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,8.39,93.34,India,"Northwest Off Camorta Island, Nicobars",Andaman Sea,,643.0,643.0,643.0,28.74,32.77,Preservedspecimen,1,Unclassified,,CMLRE,
1031,IO/SS/DEN/00016,Metapenaeopsis coniger,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis coniger,9.74,75.62,India,"Southwest Off Kochi, Kerala",Arabian Sea,2018-12-04,195.0,195.0,195.0,28.64,34.51,Preservedspecimen,5,Unclassified,,CMLRE,
1032,IO/SS/DEN/00017,Metapenaeopsis aegyptia,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis aegyptia,6.8,93.69,India,West Off Great Nicobar Island,Bay of Bengal,,62.0,62.0,62.0,28.98,32.96,Preservedspecimen,1,Unclassified,,CMLRE,
1033,IO/SS/DEN/00021,Metapenaeopsis barbata,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis barbata,10.79,80.11,India,"East Off Nagapattinam, Tamil Nadu",Bay of Bengal,,56.0,56.0,56.0,28.64,33.08,Preservedspecimen,2,Unclassified,,CMLRE,
1034,IO/SS/DEN/00022,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,8.48,93.43,India,"West Off Tillangchong Island, Nicobars",Andaman Sea,2016-05-04,591.0,591.0,591.0,28.78,32.72,Preservedspecimen,4,Unclassified,,CMLRE,
1035,IO/SS/DEN/00023,Metapenaeopsis barbata,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis barbata,10.79,80.11,India,"East Off Nagapattinam, Tamil Nadu",Bay of Bengal,,56.0,56.0,56.0,28.64,33.08,Preservedspecimen,3,Unclassified,,CMLRE,
1036,IO/SS/DEN/00024,Aristeus,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,7.75,93.21,India,"Southwest Off Katchal Island, Nicobars",Bay of Bengal,,395.0,395.0,395.0,28.87,32.85,Preservedspecimen,2,Unclassified,,CMLRE,
1037,IO/SS/DEN/00025,Solenocera,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,12.53,93.15,India,East Off Middle Andaman Island,Andaman Sea,2016-10-04,300.0,300.0,300.0,28.9,32.16,Preservedspecimen,1,Unclassified,,CMLRE,
1038,IO/SS/DEN/00026,Sergia laminata,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergia,Sergia laminata,11.38,92.78,India,"East Off Rutland Island, Andamans",Andaman Sea,,838.0,838.0,838.0,28.84,32.28,Preservedspecimen,1,Unclassified,,CMLRE,
1039,IO/SS/DEN/00027,Metapenaeopsis stridulans,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis stridulans,22.49,68.19,India,"Northwest Off Dwarka, Gujarat",Arabian Sea,,72.0,72.0,72.0,27.25,35.79,Preservedspecimen,3,Unclassified,,CMLRE,
1040,IO/SS/DEN/00028,Aristeus virilis,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,Aristeus virilis,7.75,93.21,India,"Southwest Off Katchal Island, Nicobars",Bay of Bengal,,395.0,395.0,395.0,28.87,32.85,Preservedspecimen,3,Unclassified,,CMLRE,
